Compound ID,measured_log_solubility,ESOL_log,SMILES,standard_smiles,standard_inchikeys
pregnenolone,-4.65,-4.342,CC(=O)C3CCC4C2CC=C1CC(O)CCC1(C)C2CCC34C ,CC(=O)C1CCC2C3CC=C4CC(O)CCC4(C)C3CCC12C,ORNBQBCIOKFOEO-UHFFFAOYSA-N
p-terphenyl,-7.11,-5.741,c1ccc(cc1)c2ccc(cc2)c3ccccc3,c1ccc(-c2ccc(-c3ccccc3)cc2)cc1,XJKSTNDFUHDPQJ-UHFFFAOYSA-N
2-Methylbutan-2-ol,0.15,-0.954,CCC(C)(C)O,CCC(C)(C)O,MSXVEPNJUHWQHW-UHFFFAOYSA-N
Butanethiol ,-2.18,-1.676,CCCCS,CCCCS,WQAQPCDUOCURKW-UHFFFAOYSA-N
5-Allyl-5-isopropylbarbital,-1.708,-1.706,O=C1NC(=O)NC(=O)C1(C(C)C)CC=C,C=CCC1(C(C)C)C(=O)NC(=O)NC1=O,UORJNBVJVRLXMQ-UHFFFAOYSA-N
nevirapine,-3.19,-3.397,Cc3ccnc4N(C1CC1)c2ncccc2C(=O)Nc34 ,Cc1ccnc2c1NC(=O)c1cccnc1N2C1CC1,NQDJXKOVJZTUJA-UHFFFAOYSA-N
Erythritol,0.7,0.675,OCC(O)C(O)CO,OCC(O)C(O)CO,UNXHWFMMPAWVPI-UHFFFAOYSA-N
Flumetralin,-6.78,-6.584,CCN(Cc1c(F)cccc1Cl)c2c(cc(cc2N(=O)=O)C(F)(F)F)N(=O)=O,CCN(Cc1c(F)cccc1Cl)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],PWNAWOCHVWERAR-UHFFFAOYSA-N
8-quinolinol,-2.42,-2.725,Oc1cccc2cccnc12 ,Oc1cccc2cccnc12,MCJGNVYPOGVAJF-UHFFFAOYSA-N
Amigdalin,-0.77,-0.974,OCC3OC(OCC2OC(OC(C#N)c1ccccc1)C(O)C(O)C2O)C(O)C(O)C3O ,N#CC(OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)c1ccccc1,XUCIJNAGGSZNQT-UHFFFAOYSA-N
Methanol,1.57,0.441,CO,CO,OKKJLVBELUTLKV-UHFFFAOYSA-N
"1,3-Dimethylnaphthalene",-4.29,-4.147,Cc1cc(C)c2ccccc2c1,Cc1cc(C)c2ccccc2c1,QHJMFSMPSZREIF-UHFFFAOYSA-N
Chlorotoluron,-3.46,-3.048,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,Cc1ccc(NC(=O)N(C)C)cc1Cl,JXCGFZXSOMJFOA-UHFFFAOYSA-N
Trietazine,-4.06,-3.233,CCNc1nc(Cl)nc(n1)N(CC)CC,CCNc1nc(Cl)nc(N(CC)CC)n1,HFBWPRKWDIRYNX-UHFFFAOYSA-N
2-Butoxyethanol,-0.42,-0.775,CCCCOCCO,CCCCOCCO,POAOYUHQDCAZBD-UHFFFAOYSA-N
Urea,0.96,0.832,NC(=O)N,NC(N)=O,XSQUKJJJFZCRTK-UHFFFAOYSA-N
cytosine,-1.155,0.051,Nc1cc[nH]c(=O)n1 ,Nc1cc[nH]c(=O)n1,OPTASPLRGRRNAP-UHFFFAOYSA-N
Pyrimidine,1.1,-0.884,c1cncnc1,c1cncnc1,CZPWVGJYEJSRLH-UHFFFAOYSA-N
Pentyl propanoate,-2.25,-1.899,CCCCC(=O)OCC,CCCCC(=O)OCC,ICMAFTSLXCXHRK-UHFFFAOYSA-N
m-Xylene ,-2.82,-3.035,Cc1cccc(C)c1,Cc1cccc(C)c1,IVSZLXZYQVIEFR-UHFFFAOYSA-N
Santonin,-3.09,-2.43,CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C,CC1=C2C3OC(=O)C(C)C3CCC2(C)C=CC1=O,XJHDMGJURBVLLE-UHFFFAOYSA-N
"1,3,5-Trimethylbenzene ",-3.4,-3.375,Cc1cc(C)cc(C)c1,Cc1cc(C)cc(C)c1,AUHZEENZYGFFBQ-UHFFFAOYSA-N
1-Ethylnaphthalene ,-4.17,-4.1,CCc1cccc2ccccc12,CCc1cccc2ccccc12,ZMXIYERNXPIYFR-UHFFFAOYSA-N
2-Chloropropane,-1.41,-1.585,CC(C)Cl,CC(C)Cl,ULYZAYCEDJDHCC-UHFFFAOYSA-N
Chrysene,-8.057,-5.568,c1ccc2c(c1)ccc3c4ccccc4ccc23,c1ccc2c(c1)ccc1c3ccccc3ccc21,WDECIBYCCFPHNR-UHFFFAOYSA-N
biquinoline,-5.4,-4.903,c2ccc1nc(ccc1c2)c4ccc3ccccc3n4 ,c1ccc2nc(-c3ccc4ccccc4n3)ccc2c1,WPTCSQBWLUUYDV-UHFFFAOYSA-N
"1,4-Difluorobenzene",-1.97,-2.636,Fc1ccc(F)cc1,Fc1ccc(F)cc1,QUGUFLJIAFISSW-UHFFFAOYSA-N
"2,3,3',4,4'6-PCB",-7.66,-7.746,Clc1ccc(c(Cl)c1Cl)c2c(Cl)cc(Cl)c(Cl)c2Cl ,Clc1ccc(-c2c(Cl)cc(Cl)c(Cl)c2Cl)c(Cl)c1Cl,TZMHVHLTPWKZCI-UHFFFAOYSA-N
Acenapthene,-4.63,-3.792,C1Cc2cccc3cccc1c23,c1cc2c3c(cccc3c1)CC2,CWRYPZZKDGJXCA-UHFFFAOYSA-N
2-Methylheptane,-5.08,-3.308,CCCCCC(C)C,CCCCCC(C)C,JVSWJIKNEAIKJW-UHFFFAOYSA-N
2-Methylpropane,-2.55,-1.891,CC(C)C,CC(C)C,NNPPMTNAJDCUHE-UHFFFAOYSA-N
Butane,-2.57,-1.907,CCCC,CCCC,IJDNQMDRQITEOD-UHFFFAOYSA-N
Fenoxycarb,-4.7,-4.662,CCOC(=O)NCCOc2ccc(Oc1ccccc1)cc2,CCOC(=O)NCCOc1ccc(Oc2ccccc2)cc1,HJUFTIJOISQSKQ-UHFFFAOYSA-N
1-Bromobutane,-2.37,-2.303,CCCCBr,CCCCBr,MPPPKRYCTPRNTB-UHFFFAOYSA-N
Sorbitol,1.09,0.647,OCC(O)C(O)C(O)C(O)CO,OCC(O)C(O)C(O)C(O)CO,FBPFZTCFMRRESA-UHFFFAOYSA-N
Morin,-3.083,-2.731,Oc1ccc(c(O)c1)c3oc2cc(O)cc(O)c2c(=O)c3O ,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,YXOLAZRVSSWPPT-UHFFFAOYSA-N
Salicin,-0.85,-0.975,OCC2OC(Oc1ccccc1CO)C(O)C(O)C2O,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,NGFMICBWJRZIBI-UHFFFAOYSA-N
Naled,-2.28,-3.548,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,COP(=O)(OC)OC(Br)C(Cl)(Cl)Br,BUYMVQAILCEWRR-UHFFFAOYSA-N
Piperine,-3.46,-3.659,O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3,O=C(C=CC=Cc1ccc2c(c1)OCO2)N1CCCCC1,MXXWOMGUGJBKIW-UHFFFAOYSA-N
Chlorobenzene,-2.38,-2.975,Clc1ccccc1,Clc1ccccc1,MVPPADPHJFYWMZ-UHFFFAOYSA-N
Dimecron,0.523,-2.426,CCN(CC)C(=O)C(=CCOP(=O)(OC)OC)Cl,CCN(CC)C(=O)C(Cl)=CCOP(=O)(OC)OC,RWXKUYSKUSXRGL-UHFFFAOYSA-N
Endrin,-6.18,-4.533,ClC4=C(Cl)C5(Cl)C3C1CC(C2OC12)C3C4(Cl)C5(Cl)Cl,ClC1=C(Cl)C2(Cl)C3C4CC(C5OC45)C3C1(Cl)C2(Cl)Cl,DFBKLUNHFCTMDC-UHFFFAOYSA-N
Lorazepam,-3.604,-3.75,OC3N=C(c1ccccc1Cl)c2cc(Cl)ccc2NC3=O,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,DIWRORZWFLOCLC-UHFFFAOYSA-N
piperonal,-1.63,-2.033,O=Cc2ccc1OCOc1c2 ,O=Cc1ccc2c(c1)OCO2,SATCULPHIDQDRE-UHFFFAOYSA-N
halothane,-1.71,-2.608,FC(F)(F)C(Cl)Br ,FC(F)(F)C(Cl)Br,BCQZXOMGPXTTIC-UHFFFAOYSA-N
3-Pentanol,-0.24,-0.97,CCC(O)CC,CCC(O)CC,AQIXEPGDORPWBJ-UHFFFAOYSA-N
"2,3,4,5,6-PCB",-7.92,-6.785,Clc2c(Cl)c(Cl)c(c1ccccc1)c(Cl)c2Cl ,Clc1c(Cl)c(Cl)c(-c2ccccc2)c(Cl)c1Cl,GGMPTLAAIUQMIE-UHFFFAOYSA-N
isoguanine,-3.401,-1.74,Nc1nc(O)nc2nc[nH]c12 ,Nc1[nH]c(=O)nc2nc[nH]c12,DRAVOWXCEBXPTN-UHFFFAOYSA-N
2-Methylbutane,-3.18,-2.245,CCC(C)C,CCC(C)C,QWTDNUCVQCZILF-UHFFFAOYSA-N
Triphenylene,-6.726,-5.568,c1ccc2c(c1)c3ccccc3c4ccccc24,c1ccc2c(c1)c1ccccc1c1ccccc21,SLGBZMMZGDRARJ-UHFFFAOYSA-N
Methylcyclohexane ,-3.85,-2.891,CC1CCCCC1,CC1CCCCC1,UAEPNZWRGJTJPN-UHFFFAOYSA-N
Tetradecane,-7.96,-5.45,CCCCCCCCCCCCCC,CCCCCCCCCCCCCC,BGHCVCJVXZWKCC-UHFFFAOYSA-N
Reverse Transcriptase inhibitor 1,-2.62,-2.794,CCN2c1ncccc1N(C)C(=O)c3cccnc23 ,CCN1c2ncccc2C(=O)N(C)c2cccnc21,SVFKQHLOBRUZGV-UHFFFAOYSA-N
Clomazone,-2.338,-3.077,CC1(C)CON(Cc2ccccc2Cl)C1=O,CC1(C)CON(Cc2ccccc2Cl)C1=O,KIEDNEWSYUYDSN-UHFFFAOYSA-N
Nitroethane,-0.22,-0.462,CCN(=O)=O,CC[N+](=O)[O-],MCSAJNNLRCFZED-UHFFFAOYSA-N
nicotinamide,0.61,-0.964,NC(=O)c1cccnc1 ,NC(=O)c1cccnc1,DFPAKSUCGFBDDF-UHFFFAOYSA-N
Simetryn,-2.676,-2.689,CSc1nc(nc(n1)N(C)C)N(C)C,CSc1nc(N(C)C)nc(N(C)C)n1,PRLMFHYBTOQSLN-UHFFFAOYSA-N
m-Nitroaniline,-2.19,-1.936,Nc1cccc(c1)N(=O)=O,Nc1cccc([N+](=O)[O-])c1,XJCVRTZCHMZPBD-UHFFFAOYSA-N
"2,2',3,3',5,5',6,6'-PCB",-9.15,-8.304,Clc1cc(Cl)c(Cl)c(c1Cl)c2c(Cl)c(Cl)cc(Cl)c2Cl ,Clc1cc(Cl)c(Cl)c(-c2c(Cl)c(Cl)cc(Cl)c2Cl)c1Cl,JPOPEORRMSDUIP-UHFFFAOYSA-N
Diiodomethane,-2.34,-2.958,ICI,ICI,NZZFYRREKKOMAT-UHFFFAOYSA-N
alloxantin,-1.99,0.919,C1(=O)NC(=O)NC(=O)C1(O)C2(O)C(=O)NC(=O)NC2(=O),O=C1NC(=O)C(O)(C2(O)C(=O)NC(=O)NC2=O)C(=O)N1,IWDDXZKCDHOOSF-UHFFFAOYSA-N
2-Ethyl-1-hexanol,-2.11,-2.089,CCCCC(CC)CO,CCCCC(CC)CO,YIWUKEYIRIRTPP-UHFFFAOYSA-N
Chlorbromuron,-3.924,-3.938,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,CON(C)C(=O)Nc1ccc(Br)c(Cl)c1,NLYNUTMZTCLNOO-UHFFFAOYSA-N
5-Allyl-5-phenylbarbital,-2.369,-2.36,O=C1NC(=O)NC(=O)C1(CC=C)c1ccccc1,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,WOIGZSBYKGQJGL-UHFFFAOYSA-N
chloroacetamide,-0.02,-0.106,NC(=O)CCl ,NC(=O)CCl,VXIVSQZSERGHQP-UHFFFAOYSA-N
Dibenzothiophene,-4.38,-4.597,c1ccc2c(c1)sc3ccccc23,c1ccc2c(c1)sc1ccccc12,IYYZUPMFVPLQIF-UHFFFAOYSA-N
hydroxychlordene,-5.46,-4.156,OC1C=CC2C1C3(Cl)C(=C(Cl)C2(Cl)C3(Cl)Cl)Cl ,OC1C=CC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,YQWCIPIEEBVRNY-UHFFFAOYSA-N
Isopropalin,-6.49,-5.306,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(C)C)N(=O)=O,CCCN(CCC)c1c([N+](=O)[O-])cc(C(C)C)cc1[N+](=O)[O-],NEKOXWSIMFDGMA-UHFFFAOYSA-N
p-Bromoiodobenzene,-4.56,-4.754,Brc1ccc(I)cc1,Brc1ccc(I)cc1,UCCUXODGPMAHRL-UHFFFAOYSA-N
Estrone,-3.955,-3.872,CC12CCC3C(CCc4cc(O)ccc34)C2CCC1=O,CC12CCC3c4ccc(O)cc4CCC3C1CCC2=O,DNXHEGUUPJUMQT-UHFFFAOYSA-N
ampyrone,-0.624,-1.192,Cc2c(N)c(=O)n(c1ccccc1)n2C,Cc1c(N)c(=O)n(-c2ccccc2)n1C,RLFWWDJHLFCNIJ-UHFFFAOYSA-N
m-Nitrophenol,-1.01,-2.318,Oc1cccc(c1)N(=O)=O,O=[N+]([O-])c1cccc(O)c1,RTZZCYNQPHTPPL-UHFFFAOYSA-N
Hexamethylbenzene,-5.23,-4.361,Cc1c(C)c(C)c(C)c(C)c1C,Cc1c(C)c(C)c(C)c(C)c1C,YUWFEBAXEOLKSG-UHFFFAOYSA-N
1-Bromohexane,-3.81,-3.012,CCCCCCBr,CCCCCCBr,MNDIARAMWBIKFW-UHFFFAOYSA-N
1-Pentyne,-1.64,-1.446,CCCC#C,C#CCCC,IBXNCJKFFQIKKY-UHFFFAOYSA-N
"1,1,2-Trichlorotrifluoroethane",-3.04,-3.077,FC(F)(Cl)C(F)(Cl)Cl,FC(F)(Cl)C(F)(Cl)Cl,AJDIZQLSFPQPEY-UHFFFAOYSA-N
Coumatetralyl,-2.84,-5.194,O=c2c(C3CCCc4ccccc43)c(O)c1ccccc1o2 ,O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21,ULSLJYXHZDTLQK-UHFFFAOYSA-N
methylthiouracil,-2.436,-0.547,Cc1cc(=O)[nH]c(=S)[nH]1,Cc1cc(=O)[nH]c(=S)[nH]1,HWGBHCRJGXAGEU-UHFFFAOYSA-N
RTI 20,-4.799,-3.663,C2c1ccccc1N(CCF)C(=O)c3ccccc23 ,O=C1c2ccccc2Cc2ccccc2N1CCF,SYGHQFHDDIIPNX-UHFFFAOYSA-N
"2,2,3-Trimethylbutane",-4.36,-2.922,CC(C)C(C)(C)C,CC(C)C(C)(C)C,ZISSAWUMDACLOM-UHFFFAOYSA-N
Nimetazepam,-3.796,-3.557,CN2C(=O)CN=C(c1ccccc1)c3cc(ccc23)N(=O)=O,CN1C(=O)CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc21,GWUSZQUVEVMBPI-UHFFFAOYSA-N
Secobarbital,-2.356,-2.415,O=C1NC(=O)NC(=O)C1(C(C)CCC)CC=C,C=CCC1(C(C)CCC)C(=O)NC(=O)NC1=O,KQPKPCNLIDLUMF-UHFFFAOYSA-N
diphenamid,-2.98,-3.147,CN(C)C(=O)C(c1ccccc1)c2ccccc2 ,CN(C)C(=O)C(c1ccccc1)c1ccccc1,QAHFOPIILNICLA-UHFFFAOYSA-N
1-Butyne,-1.24,-1.092,CCC#C,C#CCC,KDKYADYSIPSCCQ-UHFFFAOYSA-N
Aminocarb,-2.36,-2.677,CNC(=O)Oc1ccc(N(C)C)c(C)c1,CNC(=O)Oc1ccc(N(C)C)c(C)c1,IMIDOCRTMDIQIJ-UHFFFAOYSA-N
Carbophenthion,-5.736,-5.828,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,CCOP(=S)(OCC)SCSc1ccc(Cl)cc1,VEDTXTNSFWUXGQ-UHFFFAOYSA-N
L-arabinose,0.39,0.601,C1OC(O)C(O)C(O)C1O,OC1COC(O)C(O)C1O,SRBFZHDQGSBBOR-UHFFFAOYSA-N
p-Chloroaniline,-1.66,-2.392,Nc1ccc(Cl)cc1,Nc1ccc(Cl)cc1,QSNSCYSYFYORTR-UHFFFAOYSA-N
Cyfluthrin,-7.337,-6.84,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c2ccc(F)c(Oc3ccccc3)c2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,QQODLKZGRKWIFG-UHFFFAOYSA-N
"2,2',4,5'-PCB",-6.57,-6.23,Clc1ccc(c(Cl)c1)c2cc(Cl)ccc2Cl ,Clc1ccc(-c2cc(Cl)ccc2Cl)c(Cl)c1,ZWPVHELAQPIZHO-UHFFFAOYSA-N
Risocaine,-2.452,-2.709,CCCOC(=O)c1ccc(N)cc1,CCCOC(=O)c1ccc(N)cc1,NBFQYHKHPBMJJV-UHFFFAOYSA-N
Ethyl formate,0.15,-0.402,CCOC=O,CCOC=O,WBJINCZRORDGAQ-UHFFFAOYSA-N
Ioxynil,-3.61,-4.615,Oc1c(I)cc(C#N)cc1I,N#Cc1cc(I)c(O)c(I)c1,NRXQIUSYPAHGNM-UHFFFAOYSA-N
1-Iodoheptane,-4.81,-3.904,CCCCCCCI,CCCCCCCI,LMHCYRULPLGEEZ-UHFFFAOYSA-N
Pyrazon,-2.878,-2.603,Nc2cnn(c1ccccc1)c(=O)c2Cl,Nc1cnn(-c2ccccc2)c(=O)c1Cl,WYKYKTKDBLFHCY-UHFFFAOYSA-N
1-Octanol,-2.39,-2.105,CCCCCCCCO,CCCCCCCCO,KBPLFHHGFOOTCA-UHFFFAOYSA-N
"2,3-Dichlorophenol",-1.3,-3.144,Oc1cccc(Cl)c1Cl,Oc1cccc(Cl)c1Cl,UMPSXRYVXUPCOS-UHFFFAOYSA-N
Fluorometuron,-3.32,-3.065,CN(C)C(=O)Nc1cccc(c1)C(F)(F)F,CN(C)C(=O)Nc1cccc(C(F)(F)F)c1,RZILCCPWPBTYDO-UHFFFAOYSA-N
1-Nonyne ,-4.24,-2.864,CCCCCCCC#C,C#CCCCCCCC,OSSQSXOTMIGBCF-UHFFFAOYSA-N
m-Methylaniline,-0.85,-1.954,Cc1cccc(N)c1,Cc1cccc(N)c1,JJYPMNFTHPTTDI-UHFFFAOYSA-N
Acetonitrile,0.26,0.152,CC#N,CC#N,WEVYAHXRMPXWCK-UHFFFAOYSA-N
Pentachlorobenzene,-5.65,-5.168,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,Clc1cc(Cl)c(Cl)c(Cl)c1Cl,CEOCDNVZRAIOQZ-UHFFFAOYSA-N
Barbital,-2.4,-1.265,O=C1NC(=O)NC(=O)C1(CC)CC,CCC1(CC)C(=O)NC(=O)NC1=O,FTOAOBMCPZCFFF-UHFFFAOYSA-N
"2,6-Dimethylpyridine",0.45,-2.098,Cc1cccc(C)n1,Cc1cccc(C)n1,OISVCGZHLKNMSJ-UHFFFAOYSA-N
Methyl hexanoate,-1.87,-1.899,CCCCCC(=O)OC,CCCCCC(=O)OC,NUKZAGXMHTUAFE-UHFFFAOYSA-N
Stanolone,-4.743,-3.882,CC34CCC1C(CCC2CC(=O)CCC12C)C3CCC4O ,CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O,NVKAWKQGWWIWPM-UHFFFAOYSA-N
Mefluidide,-3.24,-3.165,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,CC(=O)Nc1cc(NS(=O)(=O)C(F)(F)F)c(C)cc1C,OKIBNKKYNPBDRS-UHFFFAOYSA-N
Triazolam,-4.09,-3.948,Cc3nnc4CN=C(c1ccccc1Cl)c2cc(Cl)ccc2n34,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,JOFWLTCLBGQGBO-UHFFFAOYSA-N
Fructose,0.64,0.471,OCC1OC(O)(CO)C(O)C1O,OCC1OC(O)(CO)C(O)C1O,RFSUNEUAIZKAJO-UHFFFAOYSA-N
tubercidin,-1.95,-0.892,Nc1ncnc2n(ccc12)C3OC(CO)C(O)C3O ,Nc1ncnc2c1ccn2C1OC(CO)C(O)C1O,HDZZVAMISRMYHH-UHFFFAOYSA-N
Ethion,-5.54,-5.471,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,CCOP(=S)(OCC)SCSP(=S)(OCC)OCC,RIZMRRKBZQXFOY-UHFFFAOYSA-N
Nerol,-2.46,-2.603,CC(C)=CCC/C(C)=C\CO,CC(C)=CCC/C(C)=C\CO,GLZPCOQZEFWAFX-YFHOEESVSA-N
"2,2',3,3',4,4',5,5'-PCB",-9.16,-8.468,Clc1cc(c(Cl)c(Cl)c1Cl)c2cc(Cl)c(Cl)c(Cl)c2Cl,Clc1cc(-c2cc(Cl)c(Cl)c(Cl)c2Cl)c(Cl)c(Cl)c1Cl,DTMRKGRREZAYAP-UHFFFAOYSA-N
Chlortoluron,-3.483,-3.048,CN(C)C(=O)Nc1ccc(C)c(Cl)c1,Cc1ccc(NC(=O)N(C)C)cc1Cl,JXCGFZXSOMJFOA-UHFFFAOYSA-N
"2,3,4'-PCB",-6.26,-5.686,Clc1ccc(cc1)c2cccc(Cl)c2Cl ,Clc1ccc(-c2cccc(Cl)c2Cl)cc1,ZMHWQAHZKUPENF-UHFFFAOYSA-N
Sulfanilamide,-1.34,-0.954,Nc1ccc(cc1)S(N)(=O)=O,Nc1ccc(S(N)(=O)=O)cc1,FDDDEECHVMSUSB-UHFFFAOYSA-N
Trifluralin,-5.68,-5.205,CCCN(CCC)c1c(cc(cc1N(=O)=O)C(F)(F)F)N(=O)=O,CCCN(CCC)c1c([N+](=O)[O-])cc(C(F)(F)F)cc1[N+](=O)[O-],ZSDSQXJSNMTJDA-UHFFFAOYSA-N
2-Methyl-2-hexanol,-1.08,-1.663,CCCCC(C)(C)O,CCCCC(C)(C)O,KRIMXCDMVRMCTC-UHFFFAOYSA-N
Trichloromethane,-1.17,-1.812,ClC(Cl)Cl,ClC(Cl)Cl,HEDRZPFGACZZDS-UHFFFAOYSA-N
Maltose,0.358,1.071,OCC1OC(OC2C(O)C(O)C(O)OC2CO)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(O)C(O)C2O)C(O)C(O)C1O,GUBGYTABKSRVRQ-UHFFFAOYSA-N
2-Methylpentanol,-1.11,-1.381,CCCC(C)CO,CCCC(C)CO,PFNHSEQQEPMLNI-UHFFFAOYSA-N
Oxadiazon,-5.696,-5.265,CC(C)Oc1cc(c(Cl)cc1Cl)n2nc(oc2=O)C(C)(C)C,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,CHNUNORXWHYHNE-UHFFFAOYSA-N
Hexadecane,-8.4,-6.159,CCCCCCCCCCCCCCCC,CCCCCCCCCCCCCCCC,DCAYPVUWAIABOU-UHFFFAOYSA-N
Benomyl,-4.883,-2.902,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc12,CCCCNC(=O)n1c(NC(=O)OC)nc2ccccc21,RIOXQFHNBCKOKP-UHFFFAOYSA-N
Cyclooctane,-4.15,-3.355,C1CCCCCCC1,C1CCCCCCC1,WJTCGQSWYFHTAC-UHFFFAOYSA-N
1-Bromooctane,-5.06,-3.721,CCCCCCCCBr,CCCCCCCCBr,VMKOFRJSULQZRM-UHFFFAOYSA-N
Chlordene,-5.64,-5.152,ClC2=C(Cl)C3(Cl)C1C=CCC1C2(Cl)C3(Cl)Cl ,ClC1=C(Cl)C2(Cl)C3CC=CC3C1(Cl)C2(Cl)Cl,XCJXQCUJXDUNDN-UHFFFAOYSA-N
Isazofos,-3.658,-3.76,CCOP(=S)(OCC)Oc1nc(Cl)n(n1)C(C)C,CCOP(=S)(OCC)Oc1nc(Cl)n(C(C)C)n1,XRHGWAGWAHHFLF-UHFFFAOYSA-N
Acetophenone,-1.28,-2.078,CC(=O)c1ccccc1,CC(=O)c1ccccc1,KWOLFJPFCHCOCG-UHFFFAOYSA-N
Benzyltrifluoride,-2.51,-3.099,FC(F)(F)c1ccccc1,FC(F)(F)c1ccccc1,GETTZEONDQJALK-UHFFFAOYSA-N
Diethyl sulfide,-1.34,-1.598,CCSCC,CCSCC,LJSQFQKUNVCTIA-UHFFFAOYSA-N
2-Ethylnaphthalene,-4.29,-4.1,CCc1ccc2ccccc2c1,CCc1ccc2ccccc2c1,RJTJVVYSTUQWNI-UHFFFAOYSA-N
Dialifos,-6.34,-5.026,CCOP(=S)(OCC)SC(CCl)N2C(=O)c1ccccc1C2=O,CCOP(=S)(OCC)SC(CCl)N1C(=O)c2ccccc2C1=O,MUMQYXACQUZOFP-UHFFFAOYSA-N
Benzotriazole,-0.78,-2.21,c2ccc1[nH]nnc1c2,c1ccc2[nH]nnc2c1,QRUDEWIWKLJBPS-UHFFFAOYSA-N
"2,4,5-PCB",-6.27,-5.762,Clc1ccc(cc1)c2cc(Cl)ccc2Cl ,Clc1ccc(-c2cc(Cl)ccc2Cl)cc1,VAHKBZSAUKPEOV-UHFFFAOYSA-N
"3,3-Dimethyl-2-butanone",-0.72,-1.25,CC(=O)C(C)(C)C,CC(=O)C(C)(C)C,PJGSXYOJTGTZAV-UHFFFAOYSA-N
3-Methylbutan-1-ol,-0.51,-1.027,CC(C)CCO,CC(C)CCO,PHTQWCKDNZKARW-UHFFFAOYSA-N
2-Pentanol,-0.29,-0.97,CCCC(C)O,CCCC(C)O,JYVLIDXNZAXMDK-UHFFFAOYSA-N
Methoproptryne,-2.928,-3.259,COCCCNc1nc(NC(C)C)nc(SC)n1,COCCCNc1nc(NC(C)C)nc(SC)n1,DDUIUBPJPOKOMV-UHFFFAOYSA-N
Spironolactone,-4.173,-3.842,CC(=O)SC4CC1=CC(=O)CCC1(C)C5CCC2(C)C(CCC23CCC(=O)O3)C45,CC(=O)SC1CC2=CC(=O)CCC2(C)C2CCC3(C)C(CCC34CCC(=O)O4)C12,LXMSZDCAJNLERA-UHFFFAOYSA-N
butachlor,-4.19,-4.347,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ,CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC,HKPHPIREJKHECO-UHFFFAOYSA-N
2-methylpteridine,-0.12,-1.24,Cc2ncc1nccnc1n2,Cc1ncc2nccnc2n1,BIGRRCHSUAXSEE-UHFFFAOYSA-N
"5,6-Dimethylchrysene",-7.01,-6.265,Cc1c(C)c2c3ccccc3ccc2c4ccccc14,Cc1c(C)c2c3ccccc3ccc2c2ccccc12,SDOJHDGZFOGOFD-UHFFFAOYSA-N
3-Methyl-2-pentanone,-0.67,-1.266,CCC(C)C(=O)C,CCC(C)C(C)=O,UIHCLUNTQKBZGK-UHFFFAOYSA-N
methyl nicotinate,-0.46,-1.621,COC(=O)c1cccnc1 ,COC(=O)c1cccnc1,YNBADRVTZLEFNH-UHFFFAOYSA-N
Dimefuron,-4.328,-3.831,CN(C)C(=O)Nc1ccc(c(Cl)c1)n2nc(oc2=O)C(C)(C)C,CN(C)C(=O)Nc1ccc(-n2nc(C(C)(C)C)oc2=O)c(Cl)c1,DHWRNDJOGMTCPB-UHFFFAOYSA-N
Phenmedipham,-4.805,-4.229,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,COC(=O)Nc1cccc(OC(=O)Nc2cccc(C)c2)c1,IDOWTHOLJBTAFI-UHFFFAOYSA-N
"2,3,5,6-Tetrachlorophenol",-3.37,-4.203,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,Oc1c(Cl)c(Cl)cc(Cl)c1Cl,KEWNKZNZRIAIAK-UHFFFAOYSA-N
